student_id,nom_complet,age,sexe,serie,notes_detaillees,moyenne_generale,matieres_fortes,matieres_faibles,centres_interet,competences,preferences_env,objectif_professionnel,filieres_compatibles,filiere_recommandee,parcours_recommande,score_compatibilite,niveau_confiance,justification
STD_2026_0042,Mialy Andriantsitohaina,19,F,S,Mathématiques:19.93; Sciences Physiques et Chimiques:14.78; SVT / Biologie-Géologie:9.7; Français:6.4; Philosophie:15.91; Malagasy:8.57; Histoire-Géographie:11.57; Anglais:14.19; EPS:10.11,13.44,Mathématiques; Philosophie,Malagasy; Français,Robotique; Jeux de Stratégie,Écotourisme & Biodiversité; Gestion de projets durables; Résolution de problèmes,Sur le terrain / Chantier,Guide Patrimoine,TEE; ICMP; IAA,TEE,Techniques du Tourisme,72.92,Moyen,"Excellente adéquation avec la série S et bonnes notes en Mathématiques, Philosophie. Profil aligné avec l'objectif de Guide Patrimoine."
STD_2026_0043,Lova Ramanantsoa,21,M,G,Mathématiques de gestion:16.9; Gestion / Comptabilité:16.83; Français:11.09; Anglais:8.1; Économie:12.77; Histoire-Géographie:12.41; Philosophie:11.7; EPS:11.93,13.29,Mathématiques de gestion; Gestion / Comptabilité,Français; Anglais,Jeux de Stratégie; Programmation & Code,Gestion événementielle; Communication interculturelle; Résolution de problèmes,Entreprise industrielle,Directeur de l'Hébergement,TEH; ICMP; FIC,TEH,Techniques du Tourisme,73.5,Moyen,"Excellente adéquation avec la série G et bonnes notes en Mathématiques de gestion, Gestion / Comptabilité. Profil aligné avec l'objectif de Directeur de l'Hébergement."
STD_2026_0044,Rova Andriantsitohaina,17,M,Technique,Mathématiques appliquées:16.15; Physique appliquée / Technologie:15.74; Dessin technique:13.35; Français:14.99; Anglais:16.06; Philosophie:11.42; EPS:18.69,15.31,EPS; Mathématiques appliquées,Dessin technique; Philosophie,Économie & Bourse; Robotique,Negociation internationale; Techniques de Vente; Résolution de problèmes,Entreprise industrielle,Chef de Produit Marketing,CAA; TEH; FIC,CAA,Techniques des Affaires,61.42,Moyen,"Excellente adéquation avec la série Technique et bonnes notes en EPS, Mathématiques appliquées. Profil aligné avec l'objectif de Chef de Produit Marketing."
STD_2026_0045,Rova Andriantsitohaina,19,M,A,Philosophie:16.04; Français:16.05; Malagasy:14.0; Histoire-Géographie:12.76; Anglais:10.2; LV2:14.36; Mathématiques:10.51; SVT / Sciences humaines:6.72; EPS:7.86,13.04,Français; Philosophie,EPS; SVT / Sciences humaines,Dessin & Design; Jeux de Stratégie,Rédaction juridique; Conseil d'entreprise; Résolution de problèmes,Laboratoire & R&D,Consultant Fiscaliste,DTJA; GCA; PIP,DTJA,Techniques des Affaires,78.6,Élevé,"Excellente adéquation avec la série A et bonnes notes en Français, Philosophie. Profil aligné avec l'objectif de Consultant Fiscaliste."
STD_2026_0046,Soa Randriamampianina,20,F,A1,Philosophie:16.27; Français:11.81; Malagasy:11.77; Histoire-Géographie:10.97; Anglais:14.94; LV2:15.51; Mathématiques:5.79; SVT / Sciences humaines:7.82; EPS:11.78,12.45,Philosophie; LV2,SVT / Sciences humaines; Mathématiques,Programmation & Code; Musique,Étude d'impact économique; Gestion des risques; Résolution de problèmes,Espaces de Coworking / Startup,Analyste Économique,EMP; IGGLIA; EMII,EMP,Techniques des Affaires,69.44,Moyen,"Excellente adéquation avec la série A1 et bonnes notes en Philosophie, LV2. Profil aligné avec l'objectif de Analyste Économique."
STD_2026_0047,Vero Razafindrakoto,18,F,A2,Philosophie:14.51; Français:15.63; Malagasy:10.88; Histoire-Géographie:13.88; Anglais:10.09; LV2:13.25; Mathématiques:9.98; SVT / Sciences humaines:8.4; EPS:9.97,12.49,Français; Philosophie,EPS; SVT / Sciences humaines,Économie & Bourse; Lecture & Écriture,Audit financier; Gestion de trésorerie; Résolution de problèmes,Bureau & Télétravail,Directeur Financier (CFO),FIC; IGGLIA; GCA,FIC,Techniques des Affaires,57.9,Moyen,"Excellente adéquation avec la série A2 et bonnes notes en Français, Philosophie. Profil aligné avec l'objectif de Directeur Financier (CFO)."
STD_2026_0048,Tojo Rakotondrabe,18,M,L,Philosophie:11.86; Français et Littérature:16.4; Anglais:12.58; LV2:17.48; Malagasy:14.15; Histoire-Géographie:12.82; Éducation civique:11.68; Mathématiques:6.98; Arts / options culturelles:18.27; EPS:11.24,13.71,Arts / options culturelles; LV2,EPS; Mathématiques,Jeux de Stratégie; Économie & Bourse,Analyse des sols; Gestion d'exploitation; Résolution de problèmes,Entreprise industrielle,Chef d'exploitation,AEE; DTJA; EMII,AEE,Biotechnologie et Agronomie,57.94,Moyen,"Excellente adéquation avec la série L et bonnes notes en Arts / options culturelles, LV2. Profil aligné avec l'objectif de Chef d'exploitation."
STD_2026_0049,Henintsoa Rajaonarivelo,20,F,C,"Mathématiques:13.85; Sciences Physiques, Chimiques et Technologie (SPCT):14.46; Français:9.46; Philosophie:12.46; Malagasy:9.31; Histoire-Géographie:8.28; Anglais:5.3; SVT:11.14; EPS:9.26",11.54,"Sciences Physiques, Chimiques et Technologie (SPCT); Mathématiques",Histoire-Géographie; Anglais,Programmation & Code; Musique,Process agroalimentaires; Microbiologie; Résolution de problèmes,Laboratoire & R&D,Responsable Qualité HACCP,IAA; CAA; AEE,IAA,Biotechnologie et Agronomie,71.82,Moyen,"Excellente adéquation avec la série C et bonnes notes en Sciences Physiques, Chimiques et Technologie (SPCT), Mathématiques. Profil aligné avec l'objectif de Responsable Qualité HACCP."
STD_2026_0050,Nary Randriamampianina,21,M,D,"SVT:13.18; Sciences Physiques, Chimiques et Technologie (SPCT):14.17; Mathématiques:10.59; Français:3.28; Philosophie:8.19; Malagasy:9.09; Histoire-Géographie:11.83; Anglais:14.17; EPS:10.75",11.06,"Sciences Physiques, Chimiques et Technologie (SPCT); Anglais",Philosophie; Français,Nature & Écologie; Musique,Pharmacologie; Chimie organique; Résolution de problèmes,Sur le terrain / Chantier,Assistant de recherche galénique,PIP; ISAIA; ICMP,PIP,Biotechnologie et Agronomie,69.54,Moyen,"Excellente adéquation avec la série D et bonnes notes en Sciences Physiques, Chimiques et Technologie (SPCT), Anglais. Profil aligné avec l'objectif de Assistant de recherche galénique."
STD_2026_0051,Hery Ramanantsoa,21,M,S,Mathématiques:16.08; Sciences Physiques et Chimiques:13.46; SVT / Biologie-Géologie:17.22; Français:11.38; Philosophie:14.35; Malagasy:12.42; Histoire-Géographie:14.47; Anglais:15.02; EPS:9.92,14.38,SVT / Biologie-Géologie; Mathématiques,Français; EPS,Volontariat; Lecture & Écriture,Électrotechnique; Automatisme PLC; Résolution de problèmes,Espaces de Coworking / Startup,Automaticien,EMII; TEH; GCA,EMII,Génie Industriel et Génie Civil,87.26,Élevé,"Excellente adéquation avec la série S et bonnes notes en SVT / Biologie-Géologie, Mathématiques. Profil aligné avec l'objectif de Automaticien."
STD_2026_0052,Andry Randriamampianina,21,M,G,Mathématiques de gestion:15.05; Gestion / Comptabilité:11.59; Français:10.62; Anglais:16.6; Économie:13.36; Histoire-Géographie:13.85; Philosophie:16.11; EPS:14.02,13.62,Anglais; Philosophie,Gestion / Comptabilité; Français,Jeux de Stratégie; Musique,AutoCAD/Revit; Métré et devis; Résolution de problèmes,Entreprise industrielle,Chef de chantier BTP,GCA; FIC; AEE,GCA,Génie Industriel et Génie Civil,65.37,Moyen,"Excellente adéquation avec la série G et bonnes notes en Anglais, Philosophie. Profil aligné avec l'objectif de Chef de chantier BTP."
STD_2026_0053,Andry Randriamampianina,18,F,Technique,Mathématiques appliquées:11.67; Physique appliquée / Technologie:13.26; Dessin technique:13.72; Français:15.89; Anglais:15.24; Philosophie:8.68; EPS:10.44,12.93,Français; Anglais,EPS; Philosophie,Robotique; Dessin & Design,Géologie minière; Raffinage et extraction; Résolution de problèmes,Espaces de Coworking / Startup,Ingénieur QHSE,ICMP; FIC; EMII,ICMP,Génie Industriel et Génie Civil,74.89,Moyen,"Excellente adéquation avec la série Technique et bonnes notes en Français, Anglais. Profil aligné avec l'objectif de Ingénieur QHSE."
STD_2026_0054,Kanto Ramanantsoa,16,F,A,Philosophie:13.31; Français:15.81; Malagasy:14.25; Histoire-Géographie:10.75; Anglais:4.3; LV2:16.59; Mathématiques:6.27; SVT / Sciences humaines:12.27; EPS:15.09,12.52,LV2; Français,Mathématiques; Anglais,Lecture & Écriture; Volontariat,C/C++ embarqué; Électronique numérique; Résolution de problèmes,Entreprise industrielle,Développeur IoT,ESIIA; ISAIA; CAA,ESIIA,Informatique et Télécommunication,29.23,Faible,"Excellente adéquation avec la série A et bonnes notes en LV2, Français. Profil aligné avec l'objectif de Développeur IoT."
STD_2026_0055,Rova Rakotomalala,20,M,A1,Philosophie:11.02; Français:13.15; Malagasy:11.31; Histoire-Géographie:11.99; Anglais:11.49; LV2:14.69; Mathématiques:9.2; SVT / Sciences humaines:10.45; EPS:8.06,11.6,LV2; Français,Mathématiques; EPS,Sport d'équipe; Programmation & Code,Algorithmique & Python; Génie Logiciel & Java/Web; Résolution de problèmes,Espaces de Coworking / Startup,Développeur Fullstack,IGGLIA; GCA; ESIIA,IGGLIA,Informatique et Télécommunication,75.99,Élevé,"Excellente adéquation avec la série A1 et bonnes notes en LV2, Français. Profil aligné avec l'objectif de Développeur Fullstack."
STD_2026_0056,Dina Razafindrakoto,16,F,A2,Philosophie:10.62; Français:15.42; Malagasy:9.33; Histoire-Géographie:12.62; Anglais:11.85; LV2:17.26; Mathématiques:9.91; SVT / Sciences humaines:10.84; EPS:14.51,12.65,LV2; Français,Mathématiques; Malagasy,Programmation & Code; Jeux de Stratégie,UI/UX Design; Réseaux informatiques; Résolution de problèmes,Espaces de Coworking / Startup,Designer UI/UX,IMTICIA; IAA; FIC,IMTICIA,Informatique et Télécommunication,73.57,Moyen,"Excellente adéquation avec la série A2 et bonnes notes en LV2, Français. Profil aligné avec l'objectif de Designer UI/UX."
STD_2026_0057,Sitraka Ratsimbazafy,18,M,L,Philosophie:14.06; Français et Littérature:15.82; Anglais:10.56; LV2:13.01; Malagasy:11.22; Histoire-Géographie:12.34; Éducation civique:16.38; Mathématiques:7.36; Arts / options culturelles:17.48; EPS:9.65,13.0,Arts / options culturelles; Éducation civique,EPS; Mathématiques,Économie & Bourse; Jeux de Stratégie,Machine Learning & Deep Learning; PowerBI & Analytics; Résolution de problèmes,Laboratoire & R&D,Statisticien Décisionnel,ISAIA; ESIIA; PIP,ISAIA,Informatique et Télécommunication,46.59,Faible,"Excellente adéquation avec la série L et bonnes notes en Arts / options culturelles, Éducation civique. Profil aligné avec l'objectif de Statisticien Décisionnel."
STD_2026_0058,Vero Rasoanaivo,16,M,C,"Mathématiques:13.23; Sciences Physiques, Chimiques et Technologie (SPCT):17.31; Français:12.27; Philosophie:10.94; Malagasy:11.06; Histoire-Géographie:15.55; Anglais:13.49; SVT:11.82; EPS:9.55",13.45,"Sciences Physiques, Chimiques et Technologie (SPCT); Histoire-Géographie",Philosophie; EPS,Économie & Bourse; Nature & Écologie,Ingénierie touristique; Guide & Médiation; Résolution de problèmes,Entreprise industrielle,Chef de projet Développement Durable,TEE; CAA; IAA,TEE,Techniques du Tourisme,56.27,Moyen,"Excellente adéquation avec la série C et bonnes notes en Sciences Physiques, Chimiques et Technologie (SPCT), Histoire-Géographie. Profil aligné avec l'objectif de Chef de projet Développement Durable."
STD_2026_0059,Vero Rajaonarivelo,18,F,D,"SVT:16.52; Sciences Physiques, Chimiques et Technologie (SPCT):19.79; Mathématiques:14.92; Français:11.48; Philosophie:11.05; Malagasy:8.37; Histoire-Géographie:10.41; Anglais:11.11; EPS:9.45",14.07,"Sciences Physiques, Chimiques et Technologie (SPCT); SVT",EPS; Malagasy,Volontariat; Lecture & Écriture,Yield Management; Communication interculturelle; Résolution de problèmes,Espaces de Coworking / Startup,Responsable d'Agence de Voyage,TEH; GCA; DTJA,TEH,Techniques du Tourisme,73.72,Moyen,"Excellente adéquation avec la série D et bonnes notes en Sciences Physiques, Chimiques et Technologie (SPCT), SVT. Profil aligné avec l'objectif de Responsable d'Agence de Voyage."
STD_2026_0060,Andry Rabenjamina,17,M,S,Mathématiques:18.01; Sciences Physiques et Chimiques:14.91; SVT / Biologie-Géologie:14.67; Français:9.09; Philosophie:11.41; Malagasy:8.76; Histoire-Géographie:9.0; Anglais:9.36; EPS:9.58,13.3,Mathématiques; Sciences Physiques et Chimiques,Histoire-Géographie; Malagasy,Sport d'équipe; Jeux de Stratégie,Marketing Digital; Analyse Marché; Résolution de problèmes,Espaces de Coworking / Startup,Directeur des Ventes,CAA; IMTICIA; GCA,CAA,Techniques des Affaires,76.12,Élevé,"Excellente adéquation avec la série S et bonnes notes en Mathématiques, Sciences Physiques et Chimiques. Profil aligné avec l'objectif de Directeur des Ventes."
STD_2026_0061,Henintsoa Rajaonarivelo,16,M,G,Mathématiques de gestion:17.25; Gestion / Comptabilité:17.53; Français:12.85; Anglais:10.7; Économie:15.22; Histoire-Géographie:13.03; Philosophie:11.59; EPS:8.83,14.26,Gestion / Comptabilité; Mathématiques de gestion,Anglais; EPS,Économie & Bourse; Robotique,Rédaction juridique; Conseil d'entreprise; Résolution de problèmes,Sur le terrain / Chantier,Consultant Fiscaliste,DTJA; FIC; EMP,DTJA,Techniques des Affaires,76.13,Élevé,"Excellente adéquation avec la série G et bonnes notes en Gestion / Comptabilité, Mathématiques de gestion. Profil aligné avec l'objectif de Consultant Fiscaliste."
STD_2026_0062,Andry Randriamampianina,19,F,Technique,Mathématiques appliquées:12.44; Physique appliquée / Technologie:17.73; Dessin technique:12.46; Français:7.8; Anglais:15.14; Philosophie:13.46; EPS:10.86,13.4,Physique appliquée / Technologie; Anglais,EPS; Français,Lecture & Écriture; Robotique,Étude d'impact économique; Gestion des risques; Résolution de problèmes,Espaces de Coworking / Startup,Scrum Master,EMP; CAA; ICMP,EMP,Techniques des Affaires,52.5,Faible,"Excellente adéquation avec la série Technique et bonnes notes en Physique appliquée / Technologie, Anglais. Profil aligné avec l'objectif de Scrum Master."
STD_2026_0063,Andry Randriamampianina,16,M,A,Philosophie:16.65; Français:14.57; Malagasy:10.24; Histoire-Géographie:13.03; Anglais:12.58; LV2:15.69; Mathématiques:5.98; SVT / Sciences humaines:10.5; EPS:11.02,12.97,Philosophie; LV2,Malagasy; Mathématiques,Économie & Bourse; Sport d'équipe,Comptabilité générale & analytique; Contrôle de gestion; Résolution de problèmes,Espaces de Coworking / Startup,Contrôleur de Gestion,FIC; DTJA; ESIIA,FIC,Techniques des Affaires,47.2,Faible,"Excellente adéquation avec la série A et bonnes notes en Philosophie, LV2. Profil aligné avec l'objectif de Contrôleur de Gestion."
STD_2026_0064,Dina Rasoanaivo,18,M,A1,Philosophie:13.97; Français:11.62; Malagasy:9.44; Histoire-Géographie:9.65; Anglais:11.69; LV2:14.72; Mathématiques:5.2; SVT / Sciences humaines:12.43; EPS:7.87,11.15,LV2; Philosophie,EPS; Mathématiques,Musique; Économie & Bourse,Gestion d'exploitation; Analyse des sols; Résolution de problèmes,Espaces de Coworking / Startup,Conseiller agricole,AEE; ICMP; ESIIA,AEE,Biotechnologie et Agronomie,74.8,Moyen,"Excellente adéquation avec la série A1 et bonnes notes en LV2, Philosophie. Profil aligné avec l'objectif de Conseiller agricole."
STD_2026_0065,Soa Ramanantsoa,20,M,A2,Philosophie:17.16; Français:13.69; Malagasy:10.81; Histoire-Géographie:8.91; Anglais:10.51; LV2:18.21; Mathématiques:10.87; SVT / Sciences humaines:5.46; EPS:9.03,12.46,LV2; Philosophie,Histoire-Géographie; SVT / Sciences humaines,Nature & Écologie; Lecture & Écriture,Process agroalimentaires; Microbiologie; Résolution de problèmes,Espaces de Coworking / Startup,Responsable Qualité HACCP,IAA; CAA; IGGLIA,IAA,Biotechnologie et Agronomie,48.3,Faible,"Excellente adéquation avec la série A2 et bonnes notes en LV2, Philosophie. Profil aligné avec l'objectif de Responsable Qualité HACCP."
STD_2026_0066,Henintsoa Rabenjamina,21,M,L,Philosophie:11.18; Français et Littérature:13.11; Anglais:7.56; LV2:9.3; Malagasy:9.31; Histoire-Géographie:15.39; Éducation civique:12.4; Mathématiques:9.7; Arts / options culturelles:15.23; EPS:15.58,11.53,EPS; Histoire-Géographie,LV2; Anglais,Lecture & Écriture; Musique,Analyse en laboratoire; Pharmacologie; Résolution de problèmes,Laboratoire & R&D,Délégué médical,PIP; DTJA; TEH,PIP,Biotechnologie et Agronomie,42.09,Faible,"Excellente adéquation avec la série L et bonnes notes en EPS, Histoire-Géographie. Profil aligné avec l'objectif de Délégué médical."
STD_2026_0067,Rova Ratsimbazafy,18,M,C,"Mathématiques:13.43; Sciences Physiques, Chimiques et Technologie (SPCT):15.46; Français:10.35; Philosophie:13.61; Malagasy:8.57; Histoire-Géographie:10.84; Anglais:10.16; SVT:16.86; EPS:11.31",13.01,"SVT; Sciences Physiques, Chimiques et Technologie (SPCT)",Anglais; Malagasy,Sport d'équipe; Jeux de Stratégie,CAO Mécanique; Automatisme PLC; Résolution de problèmes,Espaces de Coworking / Startup,Concepteur Mécatronique,EMII; TEH; PIP,EMII,Génie Industriel et Génie Civil,79.86,Élevé,"Excellente adéquation avec la série C et bonnes notes en SVT, Sciences Physiques, Chimiques et Technologie (SPCT). Profil aligné avec l'objectif de Concepteur Mécatronique."
STD_2026_0068,Rova Andriantsitohaina,19,F,D,"SVT:15.51; Sciences Physiques, Chimiques et Technologie (SPCT):12.18; Mathématiques:11.53; Français:9.53; Philosophie:10.3; Malagasy:13.46; Histoire-Géographie:8.64; Anglais:13.03; EPS:7.9",11.96,SVT; Malagasy,Histoire-Géographie; EPS,Robotique; Dessin & Design,Métré et devis; Calcul de structures; Résolution de problèmes,Laboratoire & R&D,Architecte collaborateur,GCA; ICMP; IAA,GCA,Génie Industriel et Génie Civil,71.13,Moyen,"Excellente adéquation avec la série D et bonnes notes en SVT, Malagasy. Profil aligné avec l'objectif de Architecte collaborateur."
